Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
BlueBit Finance,,,,TRUE,,,,,,,https://www.bluebit.fi/,https://x.com/BlueBitFinance,@BlueBitFinance; https://x.com/BlueBitFinance,https://t.me/bluebitfinance,AURORA; DAPPS; DEFI; YIELD_AGGREGATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Efficient Yield Aggregator on NEAR’s Aurora EVM,website-scan: scanned
BrightBunny,,,,TRUE,,,,,,,,https://x.com/BrightBunnyNear,@BrightBunnyNear; https://x.com/BrightBunnyNear,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,First collection 202 bunny in the network NEAR,
Blogchain,,,,TRUE,,,,,,,https://blogchain.app,https://x.com/BlogchainApp,@BlogchainApp; https://x.com/BlogchainApp,,DAPPS; SOCIAL,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Publishing platform that leverages decentralized technologies,website-scan: scanned
BoringDAO,,,,TRUE,,,,,,,https://www.boringdao.com,https://x.com/theboringdao,@theboringdao; https://x.com/theboringdao,https://t.me/boringDAO,AURORA; BRIDGES; INFRASTRUCTURE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Decentralised assets bridge access all blockchains,website-scan: scanned
Bundlr Network,,,,TRUE,,,,,,,https://bundlr.network/,https://x.com/BundlrNetwork,@BundlrNetwork; https://x.com/BundlrNetwork,https://t.me/bundlr,DEVTOOLING; INFRASTRUCTURE; STORAGE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A network supporting infinite scale on Arweave,website-scan: scanned
Brink,,,,TRUE,,,,,,,https://www.brink.exchange/,https://x.com/BrinkTrade,@BrinkTrade; https://x.com/BrinkTrade,,DAPPS; DEFI; EXCHANGES; OWC,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Conditional Orders for DeFi | [PROMOTED from website-scan] web3 signals (dex; liquidity; defi),website-scan: scanned | promoted: website-scan
Buildlinks,,,,TRUE,,,,,,,https://www.buildlinks.org/,https://x.com/Buildlinks_ZL,@Buildlinks_ZL; https://x.com/Buildlinks_ZL,https://t.me/buildlinks_en,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Focused on On-chain Governance and interoperation,website-scan: scanned
Buffer Finance,,,,TRUE,,,,,,,https://www.buffer.finance/,https://x.com/Buffer_Finance,@Buffer_Finance; https://x.com/Buffer_Finance,https://t.me/bufferfinance,AURORA; DAPPS; DEFI; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Gamified on-chain multi-asset options trading platform,website-scan: scanned
Bwitter,,,,TRUE,,,,,,,https://www.bwitter.co/,https://x.com/Bwitter_,@Bwitter_; https://x.com/Bwitter_,https://t.me/bwitterchinese,DAPPS; SOCIAL,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Decentralized crypto social network,website-scan: scanned
Castle Overlord,,,,TRUE,,,,,,,https://www.castleoverlord.com/,https://x.com/COverlordGame,@COverlordGame; https://x.com/COverlordGame,,DAPPS; GAMING; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Assemble your army and become the greatest overlord,website-scan: scanned
Cadera,,,,TRUE,,,,,,,https://cadera.org/,https://x.com/caderahq,@caderahq; https://x.com/caderahq,,DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The world's sauciest NFT Marketplace,website-scan: scanned
C14,,,,TRUE,,,,,,,https://www.c14.money/,https://x.com/c14_team,@c14_team; https://x.com/c14_team,,AURORA; DEVTOOLING; PAYMENTS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Seamless fiat-to-crypto payment flow for any project,website-scan: scanned
Capital DEX,,,,TRUE,,,,,,,https://capitaldex.exchange/,https://x.com/curio_invest,@curio_invest; https://x.com/curio_invest,,AURORA; DAO; DAPPS; DEFI; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The #1 AMM and yield farm on SKALE,website-scan: scanned
Celer cBridge,,,,TRUE,,,,,,,https://cbridge.celer.network/,https://x.com/CelerNetwork,@CelerNetwork; https://x.com/CelerNetwork,https://t.me/celernetwork,AURORA; BRIDGES; INFRASTRUCTURE,,,✅ Found,Celer Network,id1757690242-exrsWm-cTNGdKCgki6xiyw,https://admin.thegrid.id/profiles/?rootId=id1757690242-exrsWm-cTNGdKCgki6xiyw,Social Handle: Socials Lens - Twitter / X,NEAR; near,AwesomeNEAR,Building the best inter-blockchain and cross-layer communication platform,website-scan: scanned
ChainScore,,,,TRUE,,,,,,,https://chainscore.finance/,https://x.com/chainscorehq,@chainscorehq; https://x.com/chainscorehq,,DEFI; DEVTOOLING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Credit Scoring Protocol for DeFi | [PROMOTED from website-scan] web3 signals (defi),website-scan: scanned | promoted: website-scan
Chain Typing,,,,TRUE,,,,,,,https://chaintyping.com/,,,,DAPPS; GAMING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Blockchain Typing Game,website-scan: scanned
Certy Network,,,,TRUE,,,,,,,https://certy.network/,https://x.com/CertyHQ,@CertyHQ; https://x.com/CertyHQ,https://t.me/certynetworkann,DAPPS; IDENTITY; SOCIAL,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Decentralized Storage for Degrees and Certificates,website-scan: scanned
Chai.xyz,,,,TRUE,,,,,,,https://chai.xyz/,https://x.com/chaidotxyz,@chaidotxyz; https://x.com/chaidotxyz,,AURORA; DAPPS; DEFI; LENDING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Decentralized Finance Hub on L2 blockchains,website-scan: scanned
Circa,,,,TRUE,,,,,,,https://www.circa.industries/,https://x.com/circa_ind,@circa_ind; https://x.com/circa_ind,,DAPPS; MUSIC; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The future of musically backed digital assets on NEAR,website-scan: scanned
Classy Kangaroos,,,,TRUE,,,,,,,https://www.classykangaroos.com/,https://x.com/ClassyKangaroos,@ClassyKangaroos; https://x.com/ClassyKangaroos,,COLLECTIBLES; GAMING; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,550 Classy Kangaroo NFTs receive 4% of all NEAR flipped on Kangaroo Coin Flip,website-scan: scanned
Circle,TRUE,,,,,,,,,,https://www.circle.com/,https://x.com/circlepay,@circlepay; https://x.com/circlepay,,DEFI; STABLECOINS,,,Active; ✅ Found,Circle,1116,https://www.circle.com; https://admin.thegrid.id/profiles/?rootId=1116,name; URL: urlMain,NEAR; near,AwesomeNEAR,USDC Stablecoin; Payments & Treasury Infrastructure | Grid confirms: USDC | [PROMOTED from website-scan] USDC keywords (usdc) | stablecoin mentions,Grid: USDC (supported_by) | website-scan: scanned | promoted: website-scan
Chronicle,,,,TRUE,,,,,,,https://www.chronicle.io,https://x.com/ChronicleXNL,@ChronicleXNL; https://x.com/ChronicleXNL,https://t.me/chroniclecommunity,AURORA; DAPPS; MARKETPLACES; NFT,,,Active; ✅ Found,Chronicle Protocol,id1744885301-ByIBkgIYRN6i3EhUEIN8IA,https://chroniclelabs.org; https://admin.thegrid.id/profiles/?rootId=id1744885301-ByIBkgIYRN6i3EhUEIN8IA,name; Name: Asset,NEAR; near,AwesomeNEAR,NFT studio & marketplace for world's most loved brands & icons,website-scan: scanned
Cobo,TRUE,,,,,,,,,,https://cobo.com/,https://x.com/Cobo_Wallet,@Cobo_Wallet; https://x.com/Cobo_Wallet,,INFRASTRUCTURE; WALLETS; AURORA,,,Active; ✅ Found,Cobo,3707,https://www.cobo.com; https://admin.thegrid.id/profiles/?rootId=3707,name; Name: Profile,NEAR; near,AwesomeNEAR,All-in-One App for Your Digital Assets | Grid confirms: USDT | [PROMOTED from website-scan] stablecoin mentions | web3 signals (swap; liquidity; yield; staking; defi),Grid: USDT (supported_by) | website-scan: scanned | promoted: website-scan
Coinhall,TRUE,,,,TRUE,,,,,,https://coinhall.org/,https://x.com/coinhall_org,@coinhall_org; https://x.com/coinhall_org,https://t.me/coinhall_org,ANALYTICS; DAPPS; DEFI; EXCHANGES,,,Acquired; ✅ Found,Coinhall,1438,https://coinhall.org; https://admin.thegrid.id/profiles/?rootId=1438,name; URL: urlMain,NEAR; near,AwesomeNEAR,Realtime Charts; DEX Aggregator & Analytics | Grid confirms: USDT; USDC,Grid: USDT (supported_by); USDC (supported_by) | website-scan: scanned
Common Fund,,,,TRUE,,,,,,,https://common.fund,https://x.com/common_fund,@common_fund; https://x.com/common_fund,,DEFI; FUNDING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Enabling worldwide collaborative finance,website-scan: scanned
Conreality,,,,TRUE,,,,,,,https://conreality.com/,https://x.com/ConrealityGame,@ConrealityGame; https://x.com/ConrealityGame,,AURORA; GAMING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,We're bringing live-action gaming to the 21st century,website-scan: scanned
Convicted,,,,TRUE,,,,,,,https://convicted.app/,https://x.com/convictednft,@convictednft; https://x.com/convictednft,https://t.me/convictednft,DAPPS; GAMING; GAMEFI; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,An NFT & P2E game where you are a criminal,website-scan: scanned
Create Protocol,,,,TRUE,,,,,,,https://createprotocol.org/,https://x.com/CreateProtocol,@CreateProtocol; https://x.com/CreateProtocol,https://t.me/CreateProtocol,DAPPS; INFRASTRUCTURE; OCTOPUS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Creator-owned multi-chain platform powering the next gen DApps and Metaverse,website-scan: scanned
Creditcoin,,,,TRUE,,,,,,,https://creditcoin.org/,https://x.com/creditcoin,@creditcoin; https://x.com/creditcoin,https://t.me/CreditcoinOfficial,INFRASTRUCTURE; LENDING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A borderless credit investment network,website-scan: scanned
CrossFi,,,,TRUE,,,,,,,https://www.crossfimain.com/,https://x.com/globalcrossfi,@globalcrossfi; https://x.com/globalcrossfi,https://t.me/crossfimain_en,DAPPS; DEFI; LENDING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Decentralized asset lending and liquidity sharing protocol,website-scan: scanned
Crust Network,,,,TRUE,,,,,,,https://crust.network/,https://x.com/CrustNetwork,@CrustNetwork; https://x.com/CrustNetwork,https://t.me/CrustNetwork,AURORA; DEVTOOLING; INFRASTRUCTURE; STORAGE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Web3.0 Storage for the Metaverse,website-scan: scanned
Cryptium Labs,,,,TRUE,,,,,,,https://cryptium.ch/,https://x.com/cryptiumlabs,@cryptiumlabs; https://x.com/cryptiumlabs,,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Security-oriented validator from the Swiss Alps,website-scan: scanned
Crypto.com DeFi Wallet,,,,TRUE,,,,,,,https://crypto.com/defi-wallet,https://x.com/cryptocom,@cryptocom; https://x.com/cryptocom,https://t.me/CryptocomOfficial,AURORA; INFRASTRUCTURE; WALLETS,,,Active; ❌ Not found,Crypto.com,1421,https://crypto.com,batch-url,NEAR; near,AwesomeNEAR,A non-custodial wallet that gives you access to a full suite of DeFi services,website-scan: scanned | Grid: Crypto.com (profile) | expanded-grid
CryptoEmpire,,,,TRUE,,,,,,,https://cryptoempire.games/,https://x.com/CryptoEmpireNFT,@CryptoEmpireNFT; https://x.com/CryptoEmpireNFT,https://t.me/cryptoempirenft,DAPPS; GAMING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A NFT card game based on real-world crypto markets,website-scan: scanned
Crypto Hero,,,,TRUE,,,,,,,https://ecosystem.pixeldapps.co/?page=cryptohero,https://x.com/CryptoHeroGame,@CryptoHeroGame; https://x.com/CryptoHeroGame,https://t.me/pixeltoken_community,DAPPS; GAMING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A blockchain game focused on PvE with a P2E raid system,website-scan: scanned
CycloClan,,,,TRUE,,,,,,,https://cycloclan.com/,https://x.com/CyclooClan,@CyclooClan; https://x.com/CyclooClan,,COLLECTIBLES; DAPPS; GAMING; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Clicker game and 777 bit-art Cyclops living in the Cavehood,website-scan: scanned
Dante Network,,,,TRUE,,,,,,,https://dantechain.com/,https://x.com/DanteNetwork,@DanteNetwork; https://x.com/DanteNetwork,https://t.me/DanteNetworkEN,DEVTOOLING; INFRASTRUCTURE; STORAGE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR; CoinGecko,Security station for data circulation | Solana deployment (CoinGecko),SOL: deployed on solana (CoinGecko)
DAOHQ,,,,TRUE,,,,,,,https://www.daohq.co/,https://x.com/dao_hq,@dao_hq; https://x.com/dao_hq,,DAO; ECOSYSTEM; MARKETPLACES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,One-stop-shop for you to explore; invest and participate in DAOs,website-scan: scanned
De3Verse,,,,TRUE,,,,,,,https://de3verse.com/,https://x.com/De3Verse,@De3Verse; https://x.com/De3Verse,,DAPPS; GAMING; METAVERSE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Multi-purpose next gen Metaverse platform on NEAR,website-scan: scanned
deBridge,TRUE,,,,TRUE,,,,,,https://debridge.finance/,https://x.com/deBridgeFinance,@deBridgeFinance; https://x.com/deBridgeFinance,https://t.me/deBridge_finance,AURORA; BRIDGES; INTEROPERABILITY; INFRASTRUCTURE,,,Active; ✅ Found,deBridge,1255,https://debridge.finance; https://admin.thegrid.id/profiles/?rootId=1255,name; URL: urlMain,NEAR; near,AwesomeNEAR; CoinGecko,Cross-chain interoperability protocol enabling transfers of assets and data between blockchains in one transaction | Grid confirms: USDT; USDC; SOL | Solana deployment (CoinGecko),Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | SOL: deployed on solana (CoinGecko)
Defined,TRUE,,,,TRUE,,,,,,https://www.defined.fi/,https://x.com/definedfi,@definedfi; https://x.com/definedfi,https://t.me/definedfi,AURORA; DATA; DEVTOOLING; INFRASTRUCTURE; NFT,,,Active; ✅ Found,Defined,id1759233592-40mhGyp4S_2CX7yzoeD1eA,https://defined.fi; https://admin.thegrid.id/profiles/?rootId=id1759233592-40mhGyp4S_2CX7yzoeD1eA,name; Social Handle: Socials Lens - Twitter / X,NEAR; near,AwesomeNEAR,DeFi Crypto Price Charts & API | Grid confirms: USDT; USDC,Grid: USDT (supported_by); USDC (supported_by) | website-scan: scanned
DeFiner,,,,TRUE,,,,,,,https://definer.org/,https://x.com/definerorg,@definerorg; https://x.com/definerorg,https://t.me/DeFiner,AURORA; DAPPS; DEFI; LENDING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Permission-less and configurable decentralized lending protocol with privacy 100% protected | [PROMOTED from website-scan] web3 signals (liquidity; lending; borrow; defi),website-scan: scanned | promoted: website-scan
Delta.Theta,,,,TRUE,,,,,,,https://deltatheta.tech/,https://x.com/deltatheta_tech,@deltatheta_tech; https://x.com/deltatheta_tech,https://t.me/DeltathetaNEWS,AURORA; DEFI; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A new paradigm for DeFi options,website-scan: scanned
Dev3,,,,TRUE,,,,,,,https://dev3.sh/,https://x.com/get_dev3,@get_dev3; https://x.com/get_dev3,,AURORA; DEVTOOLING; UTILITIES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Low-Code App Development and Automation,website-scan: scanned
Discovol,,,,TRUE,,,,,,,https://discovol.org/,https://x.com/Discovol1,@Discovol1; https://x.com/Discovol1,https://t.me/Discovol,DAPPS; OCTOPUS; SOCIAL,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A decentralized platform to discover and distribute high-quality content,website-scan: scanned
DOJO Finance,,,,TRUE,,,,,,,https://dojofinance.io/,https://x.com/dojo_finance,@dojo_finance; https://x.com/dojo_finance,,DEFI; INFRASTRUCTURE; WALLETS,,,Active; ❌ Not found,Dojo,id1741256292-jdQa250BS4ixUgfTBw2-SA,https://dojoengine.org,name,NEAR; near,AwesomeNEAR,An all-in-one wallet with a built in cryptocurrency swapper,website-scan: scanned
DotOracle,,,,TRUE,,,,,,,https://dotoracle.network/,https://x.com/DotOracle,@DotOracle; https://x.com/DotOracle,https://t.me/dotoracle,AURORA; BRIDGES; INTEROPERABILITY; INFRASTRUCTURE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Realtime decentralized Oracle and Cross-chain liquidity network,website-scan: scanned
Drawstring NFT,,,,TRUE,,,,,,,https://drawstring.io/,https://x.com/drawstring_nft,@drawstring_nft; https://x.com/drawstring_nft,,DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,An eco-friendly NFT launch platform and secondary marketplace,website-scan: scanned
DRRT,,,,TRUE,,,,,,,https://drrt.io/,https://x.com/weareDRRT,@weareDRRT; https://x.com/weareDRRT,,DAPPS; LAUNCHPADS; MUSIC; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Music-focussed NFT launchpad and label,website-scan: scanned
DSRV Labs,,,,TRUE,TRUE,,,,,,https://www.dsrvlabs.com,https://x.com/dsrvlabs,@dsrvlabs; https://x.com/dsrvlabs,,INFRASTRUCTURE; VALIDATORS,,,✅ Found,All That Node,id1749677065-eKC5ZJ2fSs-7K-2Z9Jj9Zw,https://admin.thegrid.id/profiles/?rootId=id1749677065-eKC5ZJ2fSs-7K-2Z9Jj9Zw,Social Handle: Socials Lens - Twitter / X,NEAR; near,AwesomeNEAR,South Korea based validator; focus on Contribution; Decentralization; and Community | [PROMOTED from website-scan] SOL keywords (solana) | stablecoin mentions,website-scan: scanned | promoted: website-scan
Duel Network,,,,TRUE,,,,,,,https://duel.network/,https://x.com/duel_network,@duel_network; https://x.com/duel_network,https://t.me/duelnetwork,GAMING; GAMEFI; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR; CoinGecko,First never lose and play to earn NFT gaming project | Solana deployment (CoinGecko),SOL: deployed on solana (CoinGecko)
Electron Labs,,,,TRUE,,,,,,,https://electronlabs.org/,https://x.com/labs_electron,@labs_electron; https://x.com/labs_electron,https://t.me/joinchat/XUknutKGjyhiZTA9,BRIDGES; DEVTOOLING; INFRASTRUCTURE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Bringing Zero-Knowledge Tech to a Blockchain Near You | [PROMOTED from website-scan] web3 signals (bridge),website-scan: scanned | promoted: website-scan
Emiswap,,,,TRUE,,,,,,,https://emiswap.com/landing,https://x.com/EmiSwap,@EmiSwap; https://x.com/EmiSwap,https://t.me/EmiSwap_Official,DAPPS; DEFI; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The first AMM decentralized exchange with NFTs and $ESW governance token,website-scan: scanned
Enleap,,,,TRUE,,,,,,,https://enleap.app/,https://x.com/EnleapNear,@EnleapNear; https://x.com/EnleapNear,,DAPPS; LAUNCHPADS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A simple process to create and sell your NFTs,website-scan: scanned
Ethernal,,,,TRUE,,,,,,,https://tryethernal.com/,https://x.com/tryethernal,@tryethernal; https://x.com/tryethernal,,AURORA; EXPLORERS; INFRASTRUCTURE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Block explorer for private EVM-based chains,website-scan: scanned
Few and Far,,,,TRUE,,,,,,,https://fewandfar.xyz/,https://x.com/FewandFarNFT,@FewandFarNFT; https://x.com/FewandFarNFT,https://t.me/+A-f3ccY2-vhjNDJh,DAPPS; LAUNCHPADS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Community-first NFT marketplace with rewards for participating | [PROMOTED from website-scan] web3 signals (defi),website-scan: scanned | promoted: website-scan
Flappy Protocol,,,,TRUE,,,,,,,https://www.flappy.finance/,https://x.com/FlappyProtocol,@FlappyProtocol; https://x.com/FlappyProtocol,https://t.me/FlappyProtocol,AURORA; DAPPS; DEFI; LENDING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,An innovative lending protocol built on Aurora,website-scan: scanned
Fluxus Finance,,,,TRUE,,,,,,,https://fluxus.finance/,https://x.com/FluxusFi,@FluxusFi; https://x.com/FluxusFi,,DAPPS; DEFI; YIELD_AGGREGATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The first yield optimizer on NEAR,website-scan: scanned
forbitswap,,,,TRUE,,,,,,,https://forbitswap.com/,https://x.com/forbitswap,@forbitswap; https://x.com/forbitswap,https://t.me/forbitswapOfficial,DAPPS; DEFI; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Open-source space protocol the ecosystem of financial apps | [PROMOTED from website-scan] web3 signals (swap),website-scan: scanned | promoted: website-scan
Frontier,,,,TRUE,,,,,,,https://frontier.xyz/,https://x.com/FrontierDotXYZ,@FrontierDotXYZ; https://x.com/FrontierDotXYZ,https://t.me/FrontierDotXYZ,AURORA; INFRASTRUCTURE; WALLETS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Your Front Seat to Crypto & DeFi | [PROMOTED from website-scan] SOL keywords (solana),website-scan: scanned | promoted: website-scan
Fusotao Protocol,,,,TRUE,,,,,,,https://www.fusotao.org/,https://x.com/FusotaoProtocol,@FusotaoProtocol; https://x.com/FusotaoProtocol,https://t.me/fusotao,DEFI; INFRASTRUCTURE; OCTOPUS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Verification protocol for order-book based matching systems,website-scan: scanned
Galaxy Online,TRUE,,,TRUE,,,,,,,https://galaxyonline.io,https://x.com/galaxyonline_io,@galaxyonline_io; https://x.com/galaxyonline_io,https://t.me/GalaxyOnline_en,DAPPS; GAMING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Epic MMO with blockchain-based game races | [PROMOTED from website-scan] USDT keywords (usdt),website-scan: scanned | promoted: website-scan
Gamenaut,,,,TRUE,,,,,,,https://www.gamenaut.gg/,https://x.com/gamenaut_gg,@gamenaut_gg; https://x.com/gamenaut_gg,,DAPPS; GAMING; GAMEFI,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Unleashing Game-Fi. Launching Summer 2022,website-scan: scanned
GloryGames: Worlds,,,,TRUE,,,,,,,https://www.glorygames.world/,https://x.com/GloryGamesWorld,@GloryGamesWorld; https://x.com/GloryGamesWorld,,COLLECTIBLES; DAPPS; GAMING; GAMEFI; METAVERSE; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,GameFi for the masses,website-scan: scanned
Gonear,,,,TRUE,,,,,,,https://gonear.io,https://x.com/Goneario,@Goneario; https://x.com/Goneario,https://t.me/goneario,AURORA; DAPPS; DEFI; LAUNCHPADS; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Decentralized fundraising platform,website-scan: scanned
Gorilla Shops,,,,TRUE,,,,,,,https://gorillashops.io/,https://x.com/gorillashops,@gorillashops; https://x.com/gorillashops,,DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Launch your own NFT Store in Minutes | [PROMOTED from website-scan] web3 signals (bridge),website-scan: scanned | promoted: website-scan
Gravis Finance,,,,TRUE,,,,,,,https://gravis.finance/,https://x.com/GravisFi,@GravisFi; https://x.com/GravisFi,https://t.me/Gravis_Finance_en,AURORA; DEFI; GAMEFI; INFRASTRUCTURE; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Gamified DeFi Ecosystem,website-scan: scanned
Hall of GOATs,,,,TRUE,,,,,,,https://www.hallofgoats.com/,https://x.com/GOATS_hall,@GOATS_hall; https://x.com/GOATS_hall,,DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,NFT marketplace for amateur athletes,website-scan: scanned
Harmonic Guild,,,,TRUE,,,,,,,https://www.harmonicguild.io/,https://x.com/HarmonicGuild,@HarmonicGuild; https://x.com/HarmonicGuild,https://t.me/harmonic_public,ECOSYSTEM; GUILDS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Discover the simplicity of building your own NFT economy,website-scan: scanned
Hashbon FiRe,,,,TRUE,,,,,,,https://rocket.hashbon.com/,https://x.com/hashbon,@hashbon; https://x.com/hashbon,,AURORA; DAPPS; DEFI; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A new CDEX providing a solution for cross-chain exchanges,website-scan: scanned
Haven,,,,TRUE,,,,,,,https://havendao.community/,https://x.com/TheHavenDAO,@TheHavenDAO; https://x.com/TheHavenDAO,,COLLECTIBLES; NFT,,,Announced; ✅ Found,Haven,3741,https://haven.fan; https://admin.thegrid.id/profiles/?rootId=3741,name; Name: Profile,NEAR; near,AwesomeNEAR,333 Monarchs rewriting history and building on NEAR,website-scan: scanned
Higgs Field,,,,TRUE,,,,,,,https://www.higgsfield.io/,https://x.com/HiggsField_NFT,@HiggsField_NFT; https://x.com/HiggsField_NFT,,DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,NFT Marketplace on NEAR Protocol,website-scan: scanned
Histopia,,,,TRUE,,,,,,,https://histopia.io/,https://x.com/histopia_io,@histopia_io; https://x.com/histopia_io,https://t.me/histopia_io,AURORA; DAPPS; GAMING; METAVERSE; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,MMORPG blockchain-based Metaverse to build your kingdom,website-scan: scanned
Holistic Pilgrim,,,,TRUE,,,,,,,https://nearholistic.com/,https://x.com/nearholystic,@nearholystic; https://x.com/nearholystic,,COLLECTIBLES; GAMING; METAVERSE; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Metaverse of projects with unique lore,website-scan: scanned
HOOH,,,,TRUE,,,,,,,https://www.hooh.zone/,https://x.com/HOOH_Official,@HOOH_Official; https://x.com/HOOH_Official,,DAPPS; NFT; SOCIAL,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Social Network of New Age,website-scan: scanned
iiNDYVERSE,,,,TRUE,,,,,,,https://www.iindyverse.com/,https://x.com/iindyverse,@iindyverse; https://x.com/iindyverse,,DAPPS; METAVERSE; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,AI that works for Artists,website-scan: scanned
Impossible Finance,TRUE,,,,TRUE,,,,,,https://impossible.finance/,https://x.com/ImpossibleFi,@ImpossibleFi; https://x.com/ImpossibleFi,https://t.me/ImpossibleFinance,AURORA; DAPPS; DEFI; EXCHANGES; LAUNCHPADS,,,Active; ✅ Found,Impossible Finance,id1764913881-OfBK__zKRCeGkv9rhTW6Aw,https://impossible.finance; https://admin.thegrid.id/profiles/?rootId=id1764913881-OfBK__zKRCeGkv9rhTW6Aw,name; URL: urlMain,NEAR; near,AwesomeNEAR,Multi-chain incubator; launchpad; and swap platform | Grid confirms: USDT; USDC | [PROMOTED from website-scan] web3 signals (defi),Grid: USDT (supported_by); USDC (supported_by) | website-scan: scanned | promoted: website-scan
INC4,,,,TRUE,,,,,,,https://inc4.net/,https://x.com/INC_4_,@INC_4_; https://x.com/INC_4_,https://t.me/inc4stakingen,ECOSYSTEM; GUILDS; INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Delivering blockchain and IT solutions for businesses,website-scan: scanned
